ANC_EMPLOI;STITUATION_FAM;MODE_LOGT;AGE_VEH;VN_VO;MARQUE;PRIX_VEH;MT_APPORT;MT_FINANCE;MT_MENS;VR_BALLON;DUREE_CONTRAT;MT_PREST;MT_ASSUR;mois_gestion;age_cli;anciennete_rci;pc_appo;def12_31
702;1;2;NA;VN;REN;26230;21230;5000;208,33;NA;24;NA;NA;01/02/2015;76;NA;81;0
149;1;2;NA;VN;DAC;14995;4995;10000;306,49;NA;36;150;NA;01/12/2014;51;NA;33;0
27;2;4;28;VO;REN;10950;2750;8200;198,27;NA;48;150;NA;01/01/2015;24;NA;25;0
406;1;2;NA;VN;REN;24875,08;13480;11395,08;316,53;NA;36;NA;395;01/01/2015;50;NA;54;0
58;2;2;32;VO;REN;14250;9000;5250;165,73;NA;36;150;NA;01/12/2014;35;NA;63;0
119;1;2;NA;VN;DAC;19795;3500;16295;284,96;8383,06;36;150;NA;01/03/2015;58;NA;18;0
95;1;2;NA;VN;REN;30210;13210;17000;504,94;NA;36;509;395;01/01/2015;49;NA;44;0
61;1;4;NA;VN;REN;26410;7500;18910;284,12;10620,76;36;150;NA;01/01/2015;32;NA;28;0
443;1;2;NA;VN;REN;21800,16;10800;11000,16;305,56;NA;36;NA;NA;01/01/2015;55;NA;50;0
475;1;2;NA;VN;REN;24230,16;13230;11000,16;305,56;NA;36;NA;NA;01/03/2015;58;NA;55;0
164;1;2;4;VO;CIT;27500;18000;9500;295,51;NA;36;150;NA;01/03/2015;37;NA;65;0
143;1;2;54;VO;MIN;13450;3850;9600;236,62;NA;48;150;NA;01/12/2014;38;NA;29;0
443;1;2;35;VO;REN;11950;1950;10000;265,8;NA;48;150;NA;01/12/2014;58;NA;16;0
335;1;2;NA;VN;REN;22450;2500;19950;427,13;7201,75;36;150;NA;01/01/2015;62;NA;11;0
131;1;2;NA;VN;DAC;13264;2400;10864;225,58;4096,1;36;509;794;01/01/2015;58;NA;18;0
114;1;2;NA;VN;REN;23430;14430;9000;267,32;NA;36;150;NA;01/01/2015;64;NA;62;0
155;1;2;NA;VN;REN;18700;2000;16700;336,51;6862,83;36;150;NA;01/12/2014;51;NA;11;0
126;1;2;NA;VN;NIS;28790;8600;20190;397,19;9266,88;36;150;NA;01/02/2015;57;NA;30;0
498;1;2;NA;VN;REN;26250,16;15250;11000,16;305,56;NA;36;NA;NA;01/01/2015;65;NA;58;0
419;1;2;NA;VN;REN;25930,16;14930;11000,16;305,56;NA;36;NA;NA;01/01/2015;53;NA;58;0
180;2;2;NA;VN;DAC;19310;6500;12810;218,72;6799,94;36;150;NA;01/01/2015;43;NA;34;0
215;1;2;NA;VN;REN;14400,16;3400;11000,16;305,56;NA;36;NA;NA;01/12/2014;61;NA;24;0
615;1;2;NA;VN;DAC;12004;1210;10794;223,46;4095,98;36;150;794;01/01/2015;66;NA;10;0
114;1;1;1;VO;KIA;29250;11500;17750;347,3;NA;60;150;NA;01/01/2015;38;NA;39;0
46;1;1;NA;VN;NIS;28545;7745;20800;405,56;9693,48;36;150;NA;01/01/2015;36;NA;27;0
554;1;2;NA;VN;REN;21500,16;10500;11000,16;305,56;NA;36;NA;NA;01/01/2015;71;NA;49;0
417;1;2;NA;VN;REN;20830;15830;5000;208,33;NA;24;NA;NA;01/01/2015;54;NA;76;0
116;1;2;NA;VN;DAC;14810;1481;13329;252,95;5997,15;36;150;NA;01/03/2015;42;NA;10;0
215;1;2;NA;VN;DAC;16790;2200;14590;460,57;NA;36;150;NA;01/01/2015;41;NA;13;0
335;1;2;NA;VN;REN;20500,16;9500;11000,16;305,56;NA;36;NA;NA;01/01/2015;55;NA;46;0
191;2;4;NA;VN;REN;23000;15000;8000;222,22;NA;36;NA;NA;01/01/2015;32;NA;65;0
137;4;4;NA;VN;DAC;17360;4860;12500;256,46;NA;60;150;NA;01/03/2015;46;NA;28;0
30;2;2;NA;VN;REN;18649,71;0;18649,71;108,68;18648,74;6;NA;NA;01/01/2015;43;NA;0;0
30;2;2;NA;VN;REN;19716,62;0;19716,62;114,99;19715,02;6;NA;NA;01/07/2015;44;0;0;0
71;2;4;NA;VN;REN;21067,79;0;21067,79;122,75;21066,82;6;NA;NA;01/01/2015;30;NA;0;0
71;2;4;NA;VN;REN;21809,14;0;21809,14;127,09;21808,01;6;NA;NA;01/07/2015;31;0;0;0
407;1;2;NA;VN;REN;22750;14500;8250;343,75;NA;24;NA;NA;01/01/2015;52;NA;64;0
323;1;2;NA;VN;REN;14150,04;9150;5000,04;138,89;NA;36;NA;NA;01/01/2015;42;NA;65;0
73;1;2;NA;VN;DAC;14810;3860;10950;155,22;6449,98;36;150;NA;01/01/2015;42;NA;26;0
287;1;2;NA;VN;DAC;14810;4010;10800;256,12;NA;48;150;NA;01/01/2015;48;NA;27;0
135;11;2;NA;VN;DAC;16790;2000;14790;303,44;NA;60;150;NA;01/01/2015;36;NA;12;0
339;1;2;NA;VN;REN;23990,16;12990;11000,16;305,56;NA;36;NA;NA;01/03/2015;54;NA;54;0
383;1;2;NA;VN;REN;21850,12;13600;8250,12;229,17;NA;36;NA;NA;01/01/2015;47;NA;62;0
178;1;2;NA;VN;REN;18665,5;0;18665,5;108,7;18664,96;6;NA;NA;01/02/2015;47;NA;0;0
178;1;2;NA;VN;REN;15590;0;15590;90,88;15589;6;NA;NA;01/09/2015;48;0;0;0
287;1;2;NA;VN;NIS;20295;6000;14295;230,54;8607,96;36;150;NA;01/03/2015;41;NA;30;0
101;2;4;75;VO;CIT;8300;1245;7055;225,99;NA;36;150;295;01/01/2015;40;NA;15;0
30;1;2;NA;VN;REN;18196,94;0;18196,94;106,05;18195,94;6;NA;NA;01/01/2015;41;NA;0;0
30;1;2;NA;VN;REN;19548,27;0;19548,27;113,91;19547,29;6;NA;NA;01/07/2015;42;0;0;0
215;11;1;NA;VN;REN;22230;3000;19230;338,31;8878,15;36;509;395;01/01/2015;34;NA;13;0
250;1;2;NA;VN;DAC;11705;2000;9705;183,33;4375,74;36;150;395;01/01/2015;52;NA;17;0
131;1;1;NA;VN;DAC;17649;2472;15177;311,38;NA;60;150;NA;01/01/2015;38;NA;14;0
160;1;2;NA;VN;REN;23229;3638;19591;406,61;7581,12;36;150;399;01/01/2015;39;NA;16;0
67;1;2;24;VO;REN;14950;4000;10950;229,97;NA;60;150;NA;01/01/2015;48;NA;27;0
206;1;2;NA;VN;DAC;10686;3000;7686;122,09;4375,78;36;150;NA;01/01/2015;60;NA;28;0
215;1;2;NA;VN;DAC;12695;1600;11095;212,86;4901;36;150;NA;01/03/2015;43;NA;13;0
299;2;2;NA;VN;DAC;16890;5060;11830;184,43;6872,42;36;150;NA;01/01/2015;49;NA;30;0
203;1;2;NA;VN;REN;22930;14750;8180;227,22;NA;36;NA;NA;01/01/2015;48;NA;64;0
25;2;4;NA;VN;REN;15000;7000;8000;222,22;NA;36;NA;794;01/12/2014;24;NA;47;0
155;1;2;NA;VN;REN;17000,08;13000;4000,08;166,67;NA;24;NA;NA;01/02/2015;43;NA;76;0
323;1;2;NA;VN;DAC;20795;5200;15595;274,13;7967,04;36;150;395;01/02/2015;51;NA;25;0
275;1;2;NA;VN;REN;20490;9750;10740;298,33;NA;36;NA;NA;01/12/2014;67;NA;48;0
199;2;2;NA;VN;REN;18250,16;7250;11000,16;305,56;NA;36;NA;NA;01/12/2014;43;NA;40;0
35;1;2;NA;VN;DAC;11655;1200;10455;206,08;4375,68;36;150;395;01/01/2015;40;NA;10;0
441;1;2;NA;VN;REN;24330,04;14830;9500,04;263,89;NA;36;NA;NA;01/01/2015;57;NA;61;0
150;1;2;NA;VN;NIS;24695;11500;13195;416,53;NA;36;150;NA;01/12/2014;42;NA;47;0
443;1;2;NA;VN;REN;28640,16;17640;11000,16;305,56;NA;36;NA;NA;01/01/2015;69;NA;62;0
189;11;2;NA;VN;REN;20000;2000;18000;468,24;7199,99;36;150;NA;01/01/2015;34;NA;10;0
323;1;2;NA;VN;REN;14120;2770;11350;253,67;NA;54;150;NA;01/01/2015;57;NA;20;0
323;1;2;NA;VN;REN;20895;2500;18395;293,68;9643,03;36;150;399;01/09/2015;58;0;12;0
169;1;2;NA;VN;DAC;14960;5500;9460;194,09;NA;60;150;NA;01/01/2015;36;NA;37;0
486;2;2;NA;VN;REN;26930;17930;9000;250;NA;36;NA;NA;01/01/2015;71;NA;67;0
83;1;2;NA;VN;DAC;16810;4000;12810;225,31;6432,81;36;150;399;01/02/2015;49;NA;24;0
112;1;1;30;VO;NIS;17900;7250;10650;223,67;NA;60;150;NA;01/12/2014;43;NA;41;0
35;1;2;35;VO;REN;12000;3000;9000;193,45;NA;60;150;NA;01/12/2014;33;NA;25;0
254;1;2;NA;VN;DAC;21310;2200;19110;392,07;NA;60;150;NA;01/03/2015;60;NA;10;0
119;1;2;NA;VN;DAC;16700;2500;14200;279,42;5961,91;36;150;NA;01/01/2015;55;NA;15;0
223;1;2;NA;VN;NIS;22449;12449;10000;315,68;NA;36;150;NA;01/01/2015;52;NA;55;0
201;11;1;21;VO;DAC;14500;2000;12500;274,91;NA;60;150;NA;01/01/2015;33;NA;14;0
443;1;2;NA;VN;REN;17790,16;11290;6500,16;180,56;NA;36;NA;NA;01/01/2015;71;NA;63;0
70;1;2;NA;VN;REN;25390;7498;17892;290,75;10119,97;36;150;395;01/12/2014;35;NA;30;0
263;1;2;35;VO;REN;12715;5000;7715;158,29;NA;60;150;NA;01/01/2015;41;NA;39;1
131;1;2;NA;VN;DAC;17700;5000;12700;260,56;NA;60;150;NA;01/01/2015;47;NA;28;0
287;2;2;NA;VN;NIS;16645;3596,35;13048,65;257,54;5955,23;36;150;NA;01/02/2015;64;NA;22;0
679;1;2;NA;VN;NIS;27000;22000;5000;160,16;NA;36;150;NA;01/01/2015;74;NA;81;0
53;1;2;NA;VN;REN;19100;2500;16600;307,25;7079,54;36;150;NA;01/01/2015;42;NA;13;0
395;1;2;NA;VN;REN;31600;23600;8000;245,19;NA;36;150;NA;01/01/2015;61;NA;75;0
33;2;4;NA;VN;DAC;11395;1200;10195;198,2;4375,44;36;150;NA;01/01/2015;23;NA;11;0
231;1;2;NA;VN;DAC;21460;4100;17360;305,8;8843,2;36;150;NA;01/01/2015;43;NA;19;0
70;1;2;NA;VN;REN;22000;14000;8000;222,22;NA;36;NA;NA;01/01/2015;63;NA;64;0
274;1;2;NA;VN;DAC;19310;5000;14310;237,17;7879,82;36;150;399;01/01/2015;36;NA;26;0
71;3;2;NA;VN;DAC;11110;5000;6110;125,36;NA;60;150;NA;01/01/2015;48;NA;45;0
191;2;2;NA;VN;DAC;11879;1250;10629;211,36;4375,59;36;150;399;01/01/2015;53;NA;11;0
189;1;2;59;VO;REN;12375;1500;10875;259,91;NA;48;150;NA;01/01/2015;40;NA;12;0
495;1;2;NA;VN;REN;15789;3279;12510;256,66;NA;60;150;794;01/01/2015;55;NA;21;0
507;1;2;NA;VN;REN;21330;12330;9000;250;NA;36;NA;NA;01/01/2014;67;NA;58;0
61;1;2;NA;VN;DAC;19705;3650;16055;268,38;8750,05;36;150;395;01/01/2015;42;NA;19;0
125;11;4;45;VO;SUZ;5995;600;5395;118,65;NA;60;150;NA;01/01/2015;41;NA;10;0
167;2;2;NA;VN;REN;22735;4000;18735;357,55;8490,92;36;150;NA;01/01/2015;54;NA;18;0
143;5;NA;NA;VN;REN;19124;1970,22;17153,78;541,5;NA;36;150;1740,92;01/01/2015;33;NA;10;0
143;5;NA;NA;VN;REN;19145;1914,5;17230,5;543,92;NA;36;150;395;01/07/2015;33;0;10;0
142;2;4;NA;VN;DAC;19400;5000;14400;295,44;NA;60;150;NA;01/01/2015;30;NA;26;1
141;1;1;NA;VN;DAC;16700;4200;12500;296,44;NA;48;150;NA;01/01/2015;35;NA;25;0
149;1;2;42;VO;REN;14500;2500;12000;252,02;NA;60;150;NA;01/01/2015;38;NA;17;1
109;2;4;NA;VN;REN;16784;2750;14034;245,15;6546,4;36;509;395;01/01/2015;29;NA;16;0
214;1;2;46;VO;REN;13500;6047;7453;156,53;NA;60;150;NA;01/02/2015;49;NA;45;0
119;1;2;36;VO;REN;11500;1500;10000;205,17;NA;60;150;NA;01/01/2015;51;NA;13;0
202;1;2;21;VO;NIS;10995;1700;9295;209,12;NA;60;150;NA;01/01/2015;66;NA;15;0
166;1;2;NA;VN;DAC;17090;5000;12090;201,69;6605,34;36;150;NA;01/01/2015;54;NA;29;0
83;1;2;NA;VN;REN;24500,16;13500;11000,16;305,56;NA;36;359;395;01/01/2015;62;NA;55;0
735;1;2;29;VO;REN;10500;1050;9450;298,31;NA;36;150;NA;01/01/2015;76;NA;10;0
238;1;2;NA;VN;DAC;19310;4110;15200;374,65;NA;48;150;NA;01/01/2015;53;NA;21;0
311;1;2;NA;VN;NIS;22459;2459;20000;410,33;NA;60;150;NA;01/01/2015;42;NA;11;0
275;1;2;NA;VN;REN;24030,16;13030;11000,16;305,56;NA;36;NA;NA;01/01/2015;49;NA;54;0
191;1;2;NA;VN;DAC;14039;2101;11938;257,82;4109,34;36;150;399;01/01/2015;52;NA;15;0
69;2;2;NA;VN;REN;22000;7500;14500;283,71;NA;60;150;NA;01/01/2015;34;NA;34;0
141;1;2;NA;VN;DAC;13104;2500;10604;217,56;NA;60;150;794;01/01/2015;48;NA;19;0
93;1;2;NA;VN;DAC;18960;3750;15210;249,58;8474,68;36;150;NA;01/02/2015;36;NA;20;0
126;1;1;NA;VN;REN;24300;9000;15300;299,36;NA;60;150;NA;01/02/2015;34;NA;37;0
54;2;4;18;VO;REN;16950;4250;12700;325,16;NA;48;150;NA;01/01/2015;26;NA;25;0
135;1;2;NA;VN;REN;22700,16;11700;11000,16;305,56;NA;36;NA;NA;01/01/2015;41;NA;52;0
230;3;2;7;VO;REN;18900;6900;12000;378,81;NA;36;150;NA;01/01/2015;59;NA;37;0
190;1;2;NA;VN;DAC;15405;1510;13895;269,3;5996,15;36;150;395;01/01/2015;43;NA;10;0
82;2;2;NA;VN;DAC;22343;2234,31;20108,69;412,56;NA;60;150;794;01/01/2015;28;NA;10;0
179;3;2;13;VO;REN;13950;4882,5;9067,5;120,35;6546,3;36;150;NA;01/02/2015;55;NA;35;0
239;1;2;NA;VN;REN;22779;5000;17779;285,33;10198,18;36;150;NA;01/01/2015;49;NA;22;0
107;1;1;NA;VN;DAC;11655;2500;9155;173,75;4095,85;36;150;395;01/01/2015;41;NA;21;0
142;1;1;35;VO;REN;16495;8545;7950;361,37;NA;24;150;NA;01/01/2015;51;NA;52;0
54;1;2;45;VO;REN;13500;3500;10000;214,94;NA;60;150;NA;01/01/2015;49;NA;26;0
61;1;2;NA;VN;REN;21095,35;3000;18095,35;305,45;8849,89;36;150;NA;01/01/2015;37;NA;14;0
59;2;1;NA;VN;DAC;19330;2000;17330;340,78;7421,5;36;150;NA;01/01/2015;28;NA;10;0
275;1;2;NA;VN;DAC;17300;5000;12300;222,26;6044,1;36;150;NA;01/01/2015;54;NA;29;0
395;1;2;NA;VN;DAC;22609;4605;18004;313,51;9315,19;36;150;395;01/03/2015;50;NA;20;0
131;1;2;36;VO;FIA;7900;2000;5900;121,05;NA;60;150;370,8;01/01/2015;61;NA;25;0
30;1;2;56;VO;NIS;17500;4500;13000;273,02;NA;60;150;NA;01/01/2015;37;NA;26;0
202;1;2;44;VO;REN;13000;2500;10500;215,42;NA;60;150;NA;01/01/2015;46;NA;19;0
203;11;2;NA;VN;DAC;16810;6810;10000;205,17;NA;60;150;NA;01/01/2015;36;NA;41;0
222;1;2;NA;VN;REN;20530;7530;13000;254,36;NA;60;150;NA;01/02/2015;52;NA;37;0
4;1;1;NA;VN;DAC;13990;1400;12590;248,61;5251,63;36;509;395;01/01/2015;42;NA;10;0
93;1;2;NA;VN;NIS;22145;7214;14931;260,55;8193,18;36;150;NA;01/01/2015;62;NA;33;0
137;2;NA;9;VO;REN;14250;2300;11950;250,97;NA;60;150;NA;01/01/2015;35;NA;16;0
59;1;2;NA;VN;REN;13635,12;0;13635,12;79,5;13634,15;6;NA;NA;01/02/2015;34;NA;0;0
59;1;2;NA;VN;REN;14630,21;0;14630,21;85,33;14629;6;NA;NA;01/07/2015;34;0;0;0
123;1;2;NA;VN;NIS;32395;3240;29155;612,31;NA;60;150;NA;01/01/2015;32;NA;10;0
91;11;2;31;VO;REN;12595;6595;6000;278,26;NA;24;150;NA;01/01/2015;71;NA;52;0
321;2;2;NA;VN;DAC;15568;1600;13968;281,24;5612,87;36;509;399;01/01/2015;46;NA;10;0
250;1;2;NA;VN;DAC;14810;10000;4810;98,68;NA;60;150;NA;01/01/2015;42;NA;68;0
611;4;2;NA;VN;REN;16500;8000;8500;236,11;NA;36;NA;NA;01/01/2015;69;NA;48;0
227;3;1;NA;VN;REN;24250;7574;16676;307,15;7169,85;36;509;395;01/02/2015;55;NA;31;0
126;1;2;NA;VN;DAC;17750;1775;15975;327,75;NA;60;150;NA;01/01/2015;36;NA;10;0
95;1;2;37;VO;REN;15950;3350;12600;264,62;NA;60;150;NA;01/03/2015;36;NA;21;0
119;1;2;11;VO;NIS;24750;18750;6000;192,2;NA;36;150;NA;01/01/2015;51;NA;76;0
383;1;2;NA;VN;DAC;18160,29;0;18160,29;106,54;18154,99;6;NA;NA;01/01/2015;58;NA;0;0
383;1;2;NA;VN;REN;20015,47;0;20015,47;119;20000,01;6;NA;NA;01/07/2015;58;0;0;0
177;2;2;NA;VN;REN;17500,16;6500;11000,16;305,56;NA;36;NA;NA;01/04/2015;45;NA;37;0
695;1;3;NA;VN;REN;23025;13030;9995;454,33;NA;24;150;395;01/01/2015;67;NA;57;0
275;1;2;5;VO;REN;22710;6813;15897;331,07;6696,33;36;150;NA;01/01/2015;69;NA;30;0
47;2;2;NA;VN;REN;19450,16;8450;11000,16;305,56;NA;36;NA;395;01/02/2015;35;NA;43;0
203;5;2;NA;VN;DAC;17830;5962;11868;243,49;NA;60;150;395;01/01/2015;54;NA;33;0
155;1;2;NA;VN;REN;19830;5000;14830;290,17;NA;60;150;NA;01/01/2015;30;NA;25;0
47;2;4;NA;VN;DAC;14810;1500;13310;261,28;5612,95;36;150;NA;01/01/2015;23;NA;10;0
83;1;2;NA;VN;REN;22940;5000;17940;320,28;9006,96;36;150;395;01/03/2015;37;NA;22;0
62;2;4;8;VO;REN;15250;6750;8500;272,28;NA;36;150;NA;01/01/2015;28;NA;44;0
210;1;2;NA;VN;DAC;14960;1496;13464;276,23;NA;60;150;NA;01/01/2015;45;NA;10;0
57;2;4;10;VO;REN;14644;1500;13144;264,28;5853,01;36;150;NA;01/01/2015;24;NA;10;1
124;1;2;NA;VN;NIS;18700;4000;14700;298,57;6368,13;36;150;NA;01/04/2015;42;NA;21;0
563;1;2;NA;VN;REN;17890,16;6890;11000,16;305,56;NA;36;NA;NA;01/01/2015;72;NA;39;0
143;1;2;NA;VN;DAC;14579;2500;12079;214,22;5996,08;36;150;694;01/04/2015;41;NA;17;0
118;1;2;NA;VN;DAC;19859;5000;14859;352,38;NA;48;150;NA;01/01/2015;39;NA;25;0
190;1;2;NA;VN;NIS;18664;2500;16164;282,48;8853,06;36;150;NA;01/01/2015;39;NA;13;0
443;4;1;NA;VN;REN;20895;2100;18795;346,54;9000,15;36;150;NA;01/01/2015;75;NA;10;0
443;4;1;NA;VN;REN;29500;3000;26500;472,03;13415,95;36;150;NA;01/11/2015;75;0;10;0
34;2;1;59;VO;VAU;11495;2145;9350;196,37;NA;60;150;NA;01/02/2015;32;NA;19;1
83;1;2;1;VO;REN;10500;2000;8500;182,7;NA;60;150;NA;01/01/2015;33;NA;19;0
278;1;2;NA;VN;REN;22730;15835;6895;204,8;NA;36;150;395;01/01/2015;57;NA;70;0
131;1;2;34;VO;REN;11500;1550;9950;218,83;NA;60;150;NA;01/01/2015;42;NA;13;0
167;1;2;NA;VN;DAC;18790;3700;15090;258,73;7967,42;36;150;NA;01/01/2015;32;NA;20;0
94;2;4;5;VO;REN;15595;3400;12195;250,2;NA;60;150;395;01/01/2015;26;NA;22;0
71;5;2;NA;VN;REN;26530;7700;18830;368,43;NA;60;150;NA;01/01/2015;33;NA;29;0
323;1;2;NA;VN;REN;24425;11675;12750;314,27;NA;48;150;395;01/03/2015;57;NA;48;0
93;2;4;NA;VN;DAC;16810;4000;12810;214,14;6873;36;150;NA;01/01/2015;24;NA;24;0
334;1;2;NA;VN;REN;18675;5030;13645;240,61;6923,13;36;150;395;01/01/2015;60;NA;27;0
70;2;4;NA;VN;REN;17780;4250;13530;237,11;6923,04;36;150;NA;01/01/2015;26;NA;24;0
323;1;2;NA;VN;DAC;13419;3419;10000;179,57;4902,09;36;509;794;01/02/2015;50;NA;25;0
83;1;2;5;VO;REN;24500;7750;16750;312,06;8459,66;36;509;395;01/01/2015;42;NA;32;0
166;2;1;33;VO;OPE;20390;2000;18390;386,22;NA;60;150;395;01/01/2015;38;NA;10;0
585;1;2;NA;VN;REN;22530,16;11530;11000,16;305,56;NA;36;NA;NA;01/01/2015;68;NA;51;0
36;1;4;NA;VN;DAC;13410;4000;9410;148,83;5382,71;36;150;NA;01/04/2015;27;NA;30;0
274;2;2;1;VO;HON;25345;14645;10700;402,1;NA;30;150;NA;01/01/2015;40;NA;58;0
274;2;2;1;VO;HON;25995;13719;12276;393,24;NA;36;150;NA;01/04/2015;40;0;53;0
141;1;1;8;VO;REN;17995,16;6995;11000,16;305,56;NA;36;NA;NA;01/01/2015;36;NA;39;0
83;2;4;NA;VN;DAC;13789;3800;9989;178,7;4923,24;36;509;794;01/02/2015;43;NA;28;0
203;1;2;NA;VN;REN;22095;5000;17095;275,24;9770,65;36;150;NA;01/01/2015;40;NA;23;0
435;1;2;NA;VN;DAC;19760;15760;4000;122,6;NA;36;150;NA;01/01/2015;53;NA;80;0
186;1;2;NA;VN;REN;22630,16;11630;11000,16;305,56;NA;36;NA;NA;01/01/2015;40;NA;51;0
41;1;2;33;VO;TOY;16345;11645;4700;150,55;NA;36;150;NA;01/01/2015;52;NA;71;0
94;1;2;NA;VN;DAC;19310;6000;13310;273,08;NA;60;150;NA;01/02/2015;28;NA;31;0
443;1;2;NA;VN;REN;14950;8199,21;6750,79;187,52;NA;36;NA;NA;01/02/2015;61;NA;55;0
28;2;2;18;VO;FOR;19900;3500;16400;352,5;NA;60;150;NA;01/01/2015;35;NA;18;0
26;1;1;NA;VN;NIS;32500;4250;28250;588,94;11625,91;36;150;NA;01/01/2015;31;NA;13;0
71;1;1;NA;VN;DAC;14810;1500;13310;261,28;5612,95;36;150;NA;01/01/2015;28;NA;10;0
119;1;2;NA;VN;NIS;14600;1460;13140;228,32;7249,83;36;150;NA;01/01/2015;40;NA;10;0
431;4;2;NA;VN;NIS;20414;4782;15632;243,15;11906,04;24;150;NA;01/01/2015;61;NA;23;0
154;1;2;56;VO;REN;9000;2000;7000;147,01;NA;60;150;NA;01/01/2015;38;NA;22;0
239;1;2;NA;VN;DAC;19310;9500;9810;300,67;NA;36;150;NA;01/01/2015;42;NA;49;0
263;1;2;NA;VN;REN;21500;17500;4000;174,41;NA;24;150;NA;01/01/2015;48;NA;81;0
707;1;2;5;VO;HON;25600;13000;12600;403,62;NA;36;150;NA;01/01/2015;77;NA;51;0
263;1;2;NA;VN;REN;22930,16;11930;11000,16;305,56;NA;36;NA;414,72;01/01/2015;54;NA;52;0
431;2;2;NA;VN;DAC;17900;1800;16100;330,32;NA;60;150;NA;01/02/2015;54;NA;10;0
222;1;2;NA;VN;DAC;19410;4410;15000;307,75;NA;60;150;NA;01/01/2015;45;NA;23;0
178;1;2;NA;VN;DAC;16790;1700;15090;293,11;6605,7;36;150;NA;01/01/2015;39;NA;10;0
131;1;2;NA;VN;REN;22450,16;11450;11000,16;305,56;NA;36;NA;NA;01/01/2015;64;NA;51;0
59;1;NA;NA;VN;DAC;16810;3500;13310;229,31;6872,83;36;150;NA;01/02/2015;45;0;21;0
190;1;2;1;VO;DAC;18000;4700;13300;234,1;7344,02;36;150;NA;01/01/2015;42;NA;26;0
203;1;2;NA;VN;REN;19500,16;8500;11000,16;305,56;NA;36;NA;NA;01/01/2015;60;NA;44;0
95;1;2;NA;VN;REN;16780,16;5780;11000,16;305,56;NA;36;NA;NA;01/01/2015;62;NA;34;0
474;1;2;NA;VN;REN;22030;14830;7200;200;NA;36;NA;NA;01/01/2015;73;NA;67;0
215;1;2;NA;VN;DAC;17310;5000;12310;252,56;NA;60;150;NA;01/01/2015;54;NA;29;0
60;11;2;9;VO;HON;23995;16995;7000;327,88;NA;24;150;NA;01/01/2015;32;NA;71;0
227;1;2;34;VO;REN;15290;2500;12790;281,29;NA;60;150;295;01/01/2015;45;NA;16;0
38;1;2;NA;VN;DAC;16810;1681;15129;310,39;NA;60;150;NA;01/01/2015;41;NA;10;0
118;1;1;NA;VN;DAC;17705;2000;15705;299,59;7091,41;36;150;987,2;01/01/2015;47;NA;11;1
263;1;2;21;VO;PEU;13995;8000;5995;134,88;NA;60;150;NA;01/01/2015;58;NA;57;0
323;1;2;NA;VN;DAC;19695;3000;16695;307,64;7967,6;36;150;395;01/01/2015;45;NA;15;0
441;1;2;36;VO;REN;14294;4894;9400;206,73;NA;60;150;794;01/03/2015;52;NA;34;0
143;2;1;4;VO;REN;16649;4000;12649;241,96;6199,99;36;150;399;01/01/2015;44;NA;24;0
70;1;1;NA;VN;REN;21394;3000;18394;334,11;9007,86;36;150;399;01/03/2015;39;NA;14;0
107;1;2;23;VO;PEU;20995;15995;5000;164,88;NA;36;150;NA;01/01/2015;58;NA;76;0
94;1;2;NA;VN;REN;22000;7000;15000;341,38;NA;48;150;NA;01/01/2015;53;NA;32;0
131;1;2;NA;VN;NIS;23395;4000;19395;382,94;8845,86;36;150;NA;01/01/2015;28;NA;17;0
395;1;2;NA;VN;DAC;18900;8900;10000;237,15;NA;48;150;NA;01/01/2015;49;NA;47;0
95;2;1;4;VO;REN;16250;5950;10300;221,39;NA;60;150;NA;01/01/2015;37;NA;37;0
259;1;2;19;VO;REN;14500;4250;10250;267,41;NA;48;150;NA;01/01/2015;40;NA;29;0
95;1;2;NA;VN;DAC;18500;5700;12800;204,78;7340;36;150;NA;01/01/2015;28;NA;31;0
155;1;2;NA;VN;DAC;10670;2600;8070;133,74;4375,67;36;150;NA;01/03/2015;40;NA;24;0
251;1;2;NA;VN;REN;15550;3750;11800;268,55;NA;48;150;NA;01/02/2015;41;NA;24;0
58;1;2;NA;VN;REN;20500;12500;8000;156,53;NA;60;150;NA;01/03/2015;46;NA;61;0
263;1;2;NA;VN;DAC;18790;2000;16790;324,32;7421,61;36;150;NA;01/01/2015;47;NA;11;0
36;2;4;67;VO;AUD;16450;10450;6000;195,01;NA;36;150;NA;01/01/2015;31;NA;64;0
57;2;4;35;VO;BMW;23995;2500;21495;441;NA;60;150;NA;01/01/2015;38;NA;10;0
59;2;1;42;VO;REN;15285;3500;11785;247,51;NA;60;150;NA;01/01/2015;34;NA;23;0
143;2;4;NA;VN;REN;17279;3000;14279;257,77;7008,12;36;150;794;01/01/2015;38;NA;17;1
46;1;2;NA;VN;DAC;16810;3000;13810;283,33;NA;60;150;NA;01/01/2015;50;NA;18;0
203;1;2;NA;VN;REN;23520;4250;19270;378;8327,3;36;150;794;01/01/2015;42;NA;18;0
177;1;2;NA;VN;REN;15730;5230;10500;205,44;NA;60;150;399;01/01/2015;50;NA;33;0
167;2;4;NA;VN;REN;18244;3500;14744;302,5;NA;60;150;794;01/01/2015;36;NA;19;0
478;1;2;NA;VN;REN;24400;18400;6000;250;NA;24;NA;NA;01/01/2015;73;NA;75;0
93;1;2;9;VO;REN;18000;500;17500;367,53;NA;60;150;NA;01/01/2015;34;NA;3;0
455;1;2;NA;VN;DAC;16689;5000;11689;195,72;6258,96;36;509;794;01/03/2015;58;NA;30;0
